estado;codigo_ibge;municipio;quantidade;fonte/filtro
MA;2100873;Araguanã;58;Ano 2014
MA;2110237;Santana do Maranhão;57;Ano 2014
MA;2103125;Central do Maranhão;57;Ano 2014
MA;2104651;Governador Newton Bello;55;Ano 2014
MA;2109056;Porto Rico do Maranhão;51;Ano 2014
MA;2101939;Bernardo do Mearim;51;Ano 2014
MA;2111722;Satubinha;50;Ano 2014
MA;2104701;Graça Aranha;49;Ano 2014
MA;2106631;Matões do Norte;48;Ano 2014
MA;2102374;Cachoeira Grande;46;Ano 2014
MA;2103554;Conceição do Lago-Açu;45;Ano 2014
MA;2111789;Serrano do Maranhão;45;Ano 2014
MA;2109403;Primeira Cruz;44;Ano 2014
MA;2111250;São José dos Basílios;44;Ano 2014
MA;2100105;Afonso Cunha;41;Ano 2014
MA;2100402;Altamira do Maranhão;41;Ano 2014
MA;2101350;Bacurituba;41;Ano 2014
MA;2112274;Tufilândia;41;Ano 2014
MA;2101806;Benedito Leite;41;Ano 2014
MA;2101731;Belágua;40;Ano 2014
MA;2105476;Jenipapo dos Vieiras;38;Ano 2014
MA;2105658;Junco do Maranhão;37;Ano 2014
MA;2102150;Brejo de Areia;37;Ano 2014
MA;2111631;São Raimundo do Doca Bezerra;37;Ano 2014
MA;2105450;Jatobá;35;Ano 2014
MA;2104081;Fernando Falcão;33;Ano 2014
MA;2106672;Milagres do Maranhão;32;Ano 2014
MA;2111953;Sucupira do Riachão;31;Ano 2014
MA;2107308;Nova Iorque;30;Ano 2014
MA;2110807;São Félix de Balsas;27;Ano 2014
MA;2111672;São Roberto;26;Ano 2014
MA;2109759;Santa Filomena do Maranhão;25;Ano 2014
MA;2106359;Marajá do Sena;19;Ano 2014
MG;3106200;Belo Horizonte;200499;Ano 2014
MG;3170206;Uberlândia;47750;Ano 2014
MG;3118601;Contagem;41101;Ano 2014
MG;3136702;Juiz de Fora;32555;Ano 2014
MG;3106705;Betim;21382;Ano 2014
MG;3143302;Montes Claros;20423;Ano 2014
MG;3170107;Uberaba;18918;Ano 2014
MG;3122306;Divinópolis;16720;Ano 2014
MG;3127701;Governador Valadares;14820;Ano 2014
MG;3131307;Ipatinga;14802;Ano 2014
MG;3167202;Sete Lagoas;14036;Ano 2014
MG;3154606;Ribeirão das Neves;11773;Ano 2014
MG;3151800;Poços de Caldas;9712;Ano 2014
MG;3170701;Varginha;9370;Ano 2014
MG;3157807;Santa Luzia;8987;Ano 2014
MG;3152501;Pouso Alegre;8910;Ano 2014
MG;3148004;Patos de Minas;8857;Ano 2014
MG;3168606;Teófilo Otoni;6681;Ano 2014
MG;3129806;Ibirité;6154;Ano 2014
MG;3132404;Itajubá;6056;Ano 2014
MG;3104007;Araxá;6032;Ano 2014
MG;3144805;Nova Lima;5970;Ano 2014
MG;3118304;Conselheiro Lafaiete;5952;Ano 2014
MG;3147907;Passos;5941;Ano 2014
MG;3143906;Muriaé;5910;Ano 2014
MG;3119401;Coronel Fabriciano;5797;Ano 2014
MG;3105608;Barbacena;5649;Ano 2014
MG;3103504;Araguari;5491;Ano 2014
MG;3169901;Ubá;5464;Ano 2014
MG;3133808;Itaúna;5183;Ano 2014
MG;3156700;Sabará;5179;Ano 2014
MG;3147105;Pará de Minas;5154;Ano 2014
MG;3138203;Lavras;5107;Ano 2014
MG;3171204;Vespasiano;5063;Ano 2014
MG;3101607;Alfenas;5002;Ano 2014
MG;3131703;Itabira;4994;Ano 2014
MG;3147006;Paracatu;4990;Ano 2014
MG;3134202;Ituiutaba;4778;Ano 2014
MG;3162500;São João Del Rei;4663;Ano 2014
MG;3139409;Manhuaçu;4650;Ano 2014
MG;3168705;Timóteo;4540;Ano 2014
MG;3145208;Nova Serrana;4463;Ano 2014
MG;3113404;Caratinga;4463;Ano 2014
MG;3126109;Formiga;4428;Ano 2014
MG;3171303;Viçosa;4395;Ano 2014
MG;3136207;João Monlevade;4276;Ano 2014
MG;3146107;Ouro Preto;4241;Ano 2014
MG;3120904;Curvelo;4075;Ano 2014
MG;3148103;Patrocínio;4018;Ano 2014
MG;3115300;Cataguases;3976;Ano 2014
MG;3170404;Unaí;3895;Ano 2014
MG;3152105;Ponte Nova;3818;Ano 2014
MG;3137601;Lagoa Santa;3740;Ano 2014
MG;3164704;São Sebastião do Paraíso;3554;Ano 2014
MG;3163706;São Lourenço;3279;Ano 2014
MG;3135100;Janaúba;3252;Ano 2014
MG;3169307;Três Corações;3230;Ano 2014
MG;3137205;Lagoa da Prata;3032;Ano 2014
MG;3149309;Pedro Leopoldo;2985;Ano 2014
MG;3127107;Frutal;2945;Ano 2014
MG;3140001;Mariana;2880;Ano 2014
MG;3128709;Guaxupé;2860;Ano 2014
MG;3111200;Campo Belo;2847;Ano 2014
MG;3143104;Monte Carmelo;2817;Ano 2014
MG;3138401;Leopoldina;2816;Ano 2014
MG;3101508;Além Paraíba;2795;Ano 2014
MG;3143401;Monte Sião;2718;Ano 2014
MG;3169406;Três Pontas;2682;Ano 2014
MG;3124104;Esmeraldas;2633;Ano 2014
MG;3104205;Arcos;2585;Ano 2014
MG;3151206;Pirapora;2561;Ano 2014
MG;3131901;Itabirito;2554;Ano 2014
MG;3121605;Diamantina;2510;Ano 2014
MG;3159605;Santa Rita do Sapucaí;2501;Ano 2014
MG;3118007;Congonhas;2485;Ano 2014
MG;3136306;João Pinheiro;2408;Ano 2014
MG;3145901;Ouro Branco;2403;Ano 2014
MG;3107406;Bom Despacho;2381;Ano 2014
MG;3144300;Nanuque;2331;Ano 2014
MG;3130101;Igarapé;2284;Ano 2014
MG;3125101;Extrema;2218;Ano 2014
MG;3162104;São Gotardo;2206;Ano 2014
MG;3107109;Boa Esperança;2160;Ano 2014
MG;3160405;Santo Antônio do Monte;2141;Ano 2014
MG;3139003;Machado;2123;Ano 2014
MG;3157005;Salinas;2007;Ano 2014
MG;3151503;Piumhi;1972;Ano 2014
MG;3134400;Iturama;1970;Ano 2014
MG;3134905;Jacutinga;1925;Ano 2014
MG;3101706;Almenara;1908;Ano 2014
MG;3141108;Matozinhos;1891;Ano 2014
MG;3110004;Caeté;1887;Ano 2014
MG;3110608;Cambuí;1872;Ano 2014
MG;3102605;Andradas;1850;Ano 2014
MG;3146008;Ouro Fino;1845;Ano 2014
MG;3113305;Carangola;1814;Ano 2014
MG;3109006;Brumadinho;1804;Ano 2014
MG;3135209;Januária;1795;Ano 2014
MG;3152006;Pompéu;1792;Ano 2014
MG;3112307;Capelinha;1776;Ano 2014
MG;3145604;Oliveira;1762;Ano 2014
MG;3172004;Visconde do Rio Branco;1748;Ano 2014
MG;3168002;Taiobeiras;1746;Ano 2014
MG;3160702;Santos Dumont;1743;Ano 2014
MG;3169356;Três Marias;1697;Ano 2014
MG;3165537;Sarzedo;1664;Ano 2014
MG;3107307;Bocaiúva;1561;Ano 2014
MG;3162906;São João Nepomuceno;1559;Ano 2014
MG;3110509;Camanducaia;1517;Ano 2014
MG;3114303;Carmo do Paranaíba;1513;Ano 2014
MG;3116605;Cláudio;1507;Ano 2014
MG;3103405;Araçuaí;1485;Ano 2014
MG;3100203;Abaeté;1441;Ano 2014
MG;3128006;Guanhães;1433;Ano 2014
MG;3140704;Mateus Leme;1421;Ano 2014
MG;3119302;Coromandel;1403;Ano 2014
MG;3151404;Pitangui;1368;Ano 2014
MG;3115508;Caxambu;1356;Ano 2014
MG;3139607;Mantena;1330;Ano 2014
MG;3169604;Tupaciguara;1325;Ano 2014
MG;3138807;Luz;1320;Ano 2014
MG;3161106;São Francisco;1312;Ano 2014
MG;3162005;São Gonçalo do Sapucaí;1306;Ano 2014
MG;3158953;Santana do Paraíso;1291;Ano 2014
MG;3170800;Várzea da Palma;1291;Ano 2014
MG;3156908;Sacramento;1290;Ano 2014
MG;3149903;Perdões;1287;Ano 2014
MG;3123601;Elói Mendes;1270;Ano 2014
MG;3105400;Barão de Cocais;1236;Ano 2014
MG;3144607;Nepomuceno;1235;Ano 2014
MG;3133501;Itapecerica;1208;Ano 2014
MG;3136652;Juatuba;1206;Ano 2014
MG;3157203;Santa Bárbara;1205;Ano 2014
MG;3147402;Paraopeba;1188;Ano 2014
MG;3144102;Muzambinho;1187;Ano 2014
MG;3124203;Espera Feliz;1177;Ano 2014
MG;3152808;Prata;1166;Ano 2014
MG;3113206;Carandaí;1153;Ano 2014
MG;3137809;Lambari;1141;Ano 2014
MG;3114402;Carmo do Rio Claro;1139;Ano 2014
MG;3162922;São Joaquim de Bicas;1124;Ano 2014
MG;3104908;Baependi;1115;Ano 2014
MG;3152204;Porteirinha;1111;Ano 2014
MG;3162955;São José da Lapa;1107;Ano 2014
MG;3147204;Paraguaçu;1083;Ano 2014
MG;3169000;Tocantins;1074;Ano 2014
MG;3114501;Carmópolis de Minas;1066;Ano 2014
MG;3119104;Corinto;1059;Ano 2014
MG;3114204;Carmo do Cajuru;1049;Ano 2014
MG;3110905;Campanha;1042;Ano 2014
MG;3129509;Ibiá;1041;Ano 2014
MG;3159803;Santa Vitória;1029;Ano 2014
MG;3147303;Paraisópolis;1029;Ano 2014
MG;3139508;Manhumirim;1027;Ano 2014
MG;3169703;Turmalina;1017;Ano 2014
MG;3105103;Bambuí;1014;Ano 2014
MG;3131208;Ipanema;1008;Ano 2014
MG;3101102;Aimorés;1003;Ano 2014
MG;3108602;Brasília de Minas;999;Ano 2014
MG;3154002;Raul Soares;998;Ano 2014
MG;3135050;Jaíba;996;Ano 2014
MG;3115102;Cássia;995;Ano 2014
MG;3132503;Itamarandiba;992;Ano 2014
MG;3109303;Buritis;991;Ano 2014
MG;3133105;Itanhandu;985;Ano 2014
MG;3101904;Alpinópolis;979;Ano 2014
MG;3117306;Conceição das Alagoas;977;Ano 2014
MG;3155801;Rio Pomba;970;Ano 2014
MG;3138609;Lima Duarte;958;Ano 2014
MG;3133303;Itaobim;954;Ano 2014
MG;3111606;Campos Gerais;949;Ano 2014
MG;3120805;Cruzília;948;Ano 2014
MG;3111101;Campina Verde;934;Ano 2014
MG;3171006;Vazante;929;Ano 2014
MG;3146909;Papagaios;917;Ano 2014
MG;3168804;Tiradentes;914;Ano 2014
MG;3143203;Monte Santo de Minas;909;Ano 2014
MG;3108305;Borda da Mata;907;Ano 2014
MG;3109402;Buritizeiro;890;Ano 2014
MG;3105905;Barroso;886;Ano 2014
MG;3140803;Matias Barbosa;885;Ano 2014
MG;3147600;Passa Quatro;877;Ano 2014
MG;3111002;Campestre;876;Ano 2014
MG;3133006;Itamonte;875;Ano 2014
MG;3135803;Jequitinhonha;867;Ano 2014
MG;3128303;Guaranésia;867;Ano 2014
MG;3154804;Rio Acima;866;Ano 2014
MG;3130903;Inhapim;854;Ano 2014
MG;3106903;Bicas;850;Ano 2014
MG;3132206;Itaguara;834;Ano 2014
MG;3145000;Nova Ponte;832;Ano 2014
MG;3113701;Carlos Chagas;831;Ano 2014
MG;3123205;Dores do Indaiá;827;Ano 2014
MG;3118403;Conselheiro Pena;824;Ano 2014
MG;3100906;Águas Formosas;823;Ano 2014
MG;3144003;Mutum;807;Ano 2014
MG;3124302;Espinosa;803;Ano 2014
MG;3108404;Botelhos;791;Ano 2014
MG;3106309;Belo Oriente;791;Ano 2014
MG;3148707;Pedra Azul;782;Ano 2014
MG;3133758;Itaú de Minas;778;Ano 2014
MG;3117504;Conceição do Mato Dentro;774;Ano 2014
MG;3132701;Itambacuri;758;Ano 2014
MG;3155603;Rio Pardo de Minas;753;Ano 2014
MG;3134608;Jaboticatubas;747;Ano 2014
MG;3154309;Resplendor;746;Ano 2014
MG;3140506;Martinho Campos;740;Ano 2014
MG;3154903;Rio Casca;740;Ano 2014
MG;3141405;Medina;738;Ano 2014
MG;3110707;Cambuquira;736;Ano 2014
MG;3104601;Astolfo Dutra;730;Ano 2014
MG;3104304;Areado;729;Ano 2014
MG;3125705;Felixlândia;720;Ano 2014
MG;3141801;Minas Novas;719;Ano 2014
MG;3111507;Campos Altos;715;Ano 2014
MG;3117702;Conceição do Rio Verde;715;Ano 2014
MG;3142809;Monte Alegre de Minas;714;Ano 2014
MG;3144706;Nova Era;707;Ano 2014
MG;3127008;Fronteira;703;Ano 2014
MG;3103900;Araújos;702;Ano 2014
MG;3137502;Lagoa Formosa;681;Ano 2014
MG;3110301;Caldas;680;Ano 2014
MG;3167103;Serro;671;Ano 2014
MG;3159902;Santo Antônio do Amparo;668;Ano 2014
MG;3137700;Lajinha;652;Ano 2014
MG;3139805;Mar de Espanha;647;Ano 2014
MG;3126703;Francisco Sá;647;Ano 2014
MG;3104502;Arinos;645;Ano 2014
MG;3120508;Cristina;644;Ano 2014
MG;3124005;Ervália;643;Ano 2014
MG;3123007;Dores de Campos;642;Ano 2014
MG;3151701;Poço Fundo;636;Ano 2014
MG;3165206;São Thomé das Letras;633;Ano 2014
MG;3112604;Capinópolis;632;Ano 2014
MG;3161007;São Domingos do Prata;620;Ano 2014
MG;3142908;Monte Azul;619;Ano 2014
MG;3168408;Tarumirim;617;Ano 2014
MG;3136900;Juruaia;617;Ano 2014
MG;3153400;Presidente Olegário;614;Ano 2014
MG;3157708;Santa Juliana;612;Ano 2014
MG;3123908;Entre Rios de Minas;609;Ano 2014
MG;3117801;Conceição dos Ouros;604;Ano 2014
MG;3108008;Bom Sucesso;604;Ano 2014
MG;3140159;Mário Campos;603;Ano 2014
MG;3117900;Congonhal;600;Ano 2014
MG;3122009;Divino;598;Ano 2014
MG;3128105;Guapé;592;Ano 2014
MG;3162807;São João Evangelista;591;Ano 2014
MG;3123700;Engenheiro Caldas;590;Ano 2014
MG;3108909;Brazópolis;587;Ano 2014
MG;3131158;Ipaba;586;Ano 2014
MG;3102803;Andrelândia;584;Ano 2014
MG;3142205;Miraí;583;Ano 2014
MG;3149804;Perdizes;581;Ano 2014
MG;3165008;São Tiago;580;Ano 2014
MG;3162708;São João do Paraíso;574;Ano 2014
MG;3108552;Brasilândia de Minas;573;Ano 2014
MG;3132107;Itacarambi;567;Ano 2014
MG;3130507;Ilicínea;566;Ano 2014
MG;3151305;Piraúba;565;Ano 2014
MG;3139300;Manga;565;Ano 2014
MG;3155504;Rio Paranaíba;559;Ano 2014
MG;3118809;Coração de Jesus;559;Ano 2014
MG;3145109;Nova Resende;558;Ano 2014
MG;3149705;Perdigão;554;Ano 2014
MG;3114105;Carmo de Minas;553;Ano 2014
MG;3145307;Novo Cruzeiro;553;Ano 2014
MG;3151107;Pirapetinga;549;Ano 2014
MG;3153608;Prudente de Morais;546;Ano 2014
MG;3156304;Rodeiro;538;Ano 2014
MG;3133600;Itapeva;536;Ano 2014
MG;3155702;Rio Piracicaba;536;Ano 2014
MG;3102308;Alvinópolis;533;Ano 2014
MG;3143005;Monte Belo;532;Ano 2014
MG;3112505;Capim Branco;529;Ano 2014
MG;3130200;Igaratinga;525;Ano 2014
MG;3161908;São Gonçalo do Rio Abaixo;524;Ano 2014
MG;3154200;Resende Costa;523;Ano 2014
MG;3112000;Candeias;523;Ano 2014
MG;3139201;Malacacheta;522;Ano 2014
MG;3153905;Raposos;519;Ano 2014
MG;3139904;Maria da Fé;507;Ano 2014
MG;3140902;Matipó;502;Ano 2014
MG;3100302;Abre Campo;502;Ano 2014
MG;3156809;Sabinópolis;501;Ano 2014
MG;3157336;Santa Cruz de Minas;498;Ano 2014
MG;3159001;Santana do Riacho;497;Ano 2014
MG;3167608;Simonésia;492;Ano 2014
MG;3146305;Padre Paraíso;490;Ano 2014
MG;3117876;Confins;487;Ano 2014
MG;3162203;São João Batista do Glória;486;Ano 2014
MG;3109709;Cachoeira de Minas;485;Ano 2014
MG;3109907;Caetanópolis;479;Ano 2014
MG;3112802;Capitólio;478;Ano 2014
MG;3114006;Carmo da Mata;474;Ano 2014
MG;3146503;Pains;470;Ano 2014
MG;3128402;Guarani;470;Ano 2014
MG;3170503;Urucânia;470;Ano 2014
MG;3133402;Itapagipe;470;Ano 2014
MG;3161809;São Gonçalo do Pará;469;Ano 2014
MG;3124500;Estiva;465;Ano 2014
MG;3109105;Bueno Brandão;465;Ano 2014
MG;3127602;Gouveia;464;Ano 2014
MG;3102001;Alterosa;463;Ano 2014
MG;3111804;Canápolis;462;Ano 2014
MG;3152709;Prados;461;Ano 2014
MG;3121258;Delta;460;Ano 2014
MG;3133709;Itatiaiuçu;460;Ano 2014
MG;3143500;Morada Nova de Minas;455;Ano 2014
MG;3113909;Carmo da Cachoeira;450;Ano 2014
MG;3136009;Joaíma;444;Ano 2014
MG;3130606;Inconfidentes;444;Ano 2014
MG;3124906;Eugenópolis;443;Ano 2014
MG;3152907;Pratápolis;438;Ano 2014
MG;3155405;Rio Novo;436;Ano 2014
MG;3171600;Virgem da Lapa;432;Ano 2014
MG;3127800;Grão Mogol;431;Ano 2014
MG;3104106;Arceburgo;428;Ano 2014
MG;3149101;Pedralva;426;Ano 2014
MG;3158003;Santa Maria de Itabira;425;Ano 2014
MG;3151602;Planura;425;Ano 2014
MG;3115805;Centralina;424;Ano 2014
MG;3116159;Chapada Gaúcha;423;Ano 2014
MG;3111309;Campo do Meio;422;Ano 2014
MG;3154101;Recreio;422;Ano 2014
MG;3166808;Serra do Salitre;420;Ano 2014
MG;3158201;Santa Maria do Suaçuí;414;Ano 2014
MG;3168507;Teixeiras;413;Ano 2014
MG;3128808;Guidoval;410;Ano 2014
MG;3132909;Itamogi;410;Ano 2014
MG;3120201;Cristais;407;Ano 2014
MG;3129707;Ibiraci;405;Ano 2014
MG;3152600;Pouso Alto;404;Ano 2014
MG;3141009;Mato Verde;404;Ano 2014
MG;3139706;Maravilhas;403;Ano 2014
MG;3134004;Itinga;403;Ano 2014
MG;3118700;Coqueiral;401;Ano 2014
MG;3105004;Baldim;401;Ano 2014
MG;3119955;Córrego Fundo;401;Ano 2014
MG;3114550;Carneirinho;398;Ano 2014
MG;3158300;Santana da Vargem;396;Ano 2014
MG;3109501;Cabo Verde;392;Ano 2014
MG;3131802;Itabirinha;392;Ano 2014
MG;3117108;Conceição da Aparecida;392;Ano 2014
MG;3157906;Santa Margarida;389;Ano 2014
MG;3159209;Santa Rita de Caldas;389;Ano 2014
MG;3111408;Campo Florido;386;Ano 2014
MG;3169208;Tombos;386;Ano 2014
MG;3152402;Poté;383;Ano 2014
MG;3141603;Mercês;383;Ano 2014
MG;3102902;Antônio Carlos;381;Ano 2014
MG;3151008;Piranguinho;379;Ano 2014
MG;3170909;Varzelândia;374;Ano 2014
MG;3103751;Araporã;374;Ano 2014
MG;3106002;Bela Vista de Minas;372;Ano 2014
MG;3126000;Florestal;371;Ano 2014
MG;3171709;Virgínia;371;Ano 2014
MG;3113503;Carbonita;370;Ano 2014
MG;3142106;Miradouro;370;Ano 2014
MG;3148608;Peçanha;367;Ano 2014
MG;3138005;Laranjal;363;Ano 2014
MG;3104700;Ataléia;360;Ano 2014
MG;3131505;Ipuiúna;360;Ano 2014
MG;3150505;Pimenta;359;Ano 2014
MG;3130309;Iguatama;359;Ano 2014
MG;3115359;Catas Altas;358;Ano 2014
MG;3164001;São Pedro dos Ferros;356;Ano 2014
MG;3136504;Jordânia;355;Ano 2014
MG;3166907;Serrania;353;Ano 2014
MG;3107505;Bom Jardim de Minas;349;Ano 2014
MG;3137536;Lagoa Grande;348;Ano 2014
MG;3162948;São José da Barra;348;Ano 2014
MG;3150802;Piranga;348;Ano 2014
MG;3166709;Serra dos Aimorés;345;Ano 2014
MG;3137403;Lagoa Dourada;344;Ano 2014
MG;3121209;Delfinópolis;344;Ano 2014
MG;3133204;Itanhomi;343;Ano 2014
MG;3162401;São João da Ponte;341;Ano 2014
MG;3171808;Virginópolis;341;Ano 2014
MG;3116704;Coimbra;339;Ano 2014
MG;3142403;Moema;338;Ano 2014
MG;3113602;Careaçu;338;Ano 2014
MG;3161502;São Geraldo;337;Ano 2014
MG;3142700;Montalvânia;336;Ano 2014
MG;3168903;Tiros;334;Ano 2014
MG;3131000;Inhaúma;334;Ano 2014
MG;3142601;Monsenhor Paulo;333;Ano 2014
MG;3138708;Luminárias;326;Ano 2014
MG;3107802;Bom Jesus do Galho;324;Ano 2014
MG;3131604;Iraí de Minas;324;Ano 2014
MG;3108206;Bonfinópolis de Minas;322;Ano 2014
MG;3165107;São Tomás de Aquino;322;Ano 2014
MG;3165305;São Vicente de Minas;321;Ano 2014
MG;3142007;Mirabela;321;Ano 2014
MG;3109204;Buenópolis;320;Ano 2014
MG;3112703;Capitão Enéas;316;Ano 2014
MG;3138625;Limeira do Oeste;312;Ano 2014
MG;3170057;Ubaporanga;309;Ano 2014
MG;3126901;Frei Inocêncio;309;Ano 2014
MG;3148509;Pavão;304;Ano 2014
MG;3130408;Ijaci;304;Ano 2014
MG;3134806;Jacuí;303;Ano 2014
MG;3137106;Lagamar;301;Ano 2014
MG;3121803;Dionísio;300;Ano 2014
MG;3106507;Berilo;298;Ano 2014
MG;3135704;Jequitibá;298;Ano 2014
MG;3129301;Iapu;297;Ano 2014
MG;3147709;Passa Tempo;297;Ano 2014
MG;3113008;Caraí;296;Ano 2014
MG;3127305;Galiléia;296;Ano 2014
MG;3101201;Aiuruoca;295;Ano 2014
MG;3165404;Sapucaí-Mirim;295;Ano 2014
MG;3164308;São Roque de Minas;294;Ano 2014
MG;3162609;São João do Oriente;294;Ano 2014
MG;3127404;Gonçalves;286;Ano 2014
MG;3170750;Varjão de Minas;286;Ano 2014
MG;3128907;Guimarânia;286;Ano 2014
MG;3166204;Senhora dos Remédios;285;Ano 2014
MG;3124807;Estrela do Sul;285;Ano 2014
MG;3107208;Bocaina de Minas;283;Ano 2014
MG;3121100;Delfim Moreira;282;Ano 2014
MG;3122900;Dona Eusébia;282;Ano 2014
MG;3120607;Crucilândia;281;Ano 2014
MG;3162559;São João do Manhuaçu;281;Ano 2014
MG;3129004;Guiricema;277;Ano 2014
MG;3152303;Porto Firme;276;Ano 2014
MG;3115706;Central de Minas;275;Ano 2014
MG;3106408;Belo Vale;273;Ano 2014
MG;3102100;Alto Rio Doce;272;Ano 2014
MG;3136603;Nova União;272;Ano 2014
MG;3116100;Chapada do Norte;271;Ano 2014
MG;3107901;Bom Repouso;271;Ano 2014
MG;3140555;Mata Verde;270;Ano 2014
MG;3132602;Itamarati de Minas;270;Ano 2014
MG;3159308;Santa Rita de Jacutinga;270;Ano 2014
MG;3144508;Nazareno;269;Ano 2014
MG;3160306;Santo Antônio do Jacinto;267;Ano 2014
MG;3118908;Cordisburgo;265;Ano 2014
MG;3105301;Bandeira do Sul;265;Ano 2014
MG;3134707;Jacinto;265;Ano 2014
MG;3162575;São João do Manteninha;262;Ano 2014
MG;3137007;Ladainha;262;Ano 2014
MG;3122702;Dom Silvério;262;Ano 2014
MG;3125952;Fervedouro;261;Ano 2014
MG;3160801;São Bento Abade;261;Ano 2014
MG;3138906;Machacalis;260;Ano 2014
MG;3135506;Jequeri;257;Ano 2014
MG;3100104;Abadia dos Dourados;257;Ano 2014
MG;3112406;Capetinga;256;Ano 2014
MG;3102050;Alto Caparaó;255;Ano 2014
MG;3122207;Divinolândia de Minas;254;Ano 2014
MG;3167806;Soledade de Minas;254;Ano 2014
MG;3156601;Rubim;253;Ano 2014
MG;3156007;Rio Vermelho;253;Ano 2014
MG;3146701;Palma;253;Ano 2014
MG;3125903;Ferros;251;Ano 2014
MG;3135605;Jequitaí;250;Ano 2014
MG;3152170;Ponto dos Volantes;250;Ano 2014
MG;3148202;Patrocínio do Muriaé;249;Ano 2014
MG;3150604;Piracema;249;Ano 2014
MG;3145356;Novo Oriente de Minas;249;Ano 2014
MG;3109600;Cachoeira da Prata;248;Ano 2014
MG;3150158;Piedade de Caratinga;248;Ano 2014
MG;3101631;Alfredo Vasconcelos;248;Ano 2014
MG;3155900;Rio Preto;246;Ano 2014
MG;3157104;Salto da Divisa;246;Ano 2014
MG;3169109;Toledo;246;Ano 2014
MG;3164605;São Sebastião do Oeste;245;Ano 2014
MG;3101805;Alpercata;245;Ano 2014
MG;3134301;Itumirim;244;Ano 2014
MG;3100609;Água Boa;244;Ano 2014
MG;3135407;Jeceaba;244;Ano 2014
MG;3161403;São Francisco do Glória;243;Ano 2014
MG;3128204;Guaraciaba;240;Ano 2014
MG;3119203;Coroaci;237;Ano 2014
MG;3170529;Urucuia;237;Ano 2014
MG;3128600;Guarda-Mor;236;Ano 2014
MG;3122355;Divisa Alegre;236;Ano 2014
MG;3150703;Pirajuba;236;Ano 2014
MG;3129202;Heliodora;235;Ano 2014
MG;3159357;Santa Rita de Minas;235;Ano 2014
MG;3142304;Moeda;234;Ano 2014
MG;3132305;Itaipé;234;Ano 2014
MG;3108107;Bonfim;234;Ano 2014
MG;3118205;Conquista;233;Ano 2014
MG;3121308;Descoberto;233;Ano 2014
MG;3138104;Lassance;230;Ano 2014
MG;3153509;Alto Jequitibá;227;Ano 2014
MG;3126406;Fortuna de Minas;226;Ano 2014
MG;3149150;Pedras de Maria da Cruz;224;Ano 2014
MG;3112901;Caputira;223;Ano 2014
MG;3143807;Munhoz;222;Ano 2014
MG;3127388;Goianá;221;Ano 2014
MG;3103009;Antônio Dias;220;Ano 2014
MG;3154150;Reduto;219;Ano 2014
MG;3165701;Senador Firmino;218;Ano 2014
MG;3122504;Dom Cavati;218;Ano 2014
MG;3102704;Cachoeira de Pajeú;218;Ano 2014
MG;3114600;Carrancas;217;Ano 2014
MG;3161700;São Gonçalo do Abaeté;216;Ano 2014
MG;3127206;Funilândia;215;Ano 2014
MG;3141504;Mendes Pimentel;215;Ano 2014
MG;3160900;São Brás do Suaçuí;215;Ano 2014
MG;3101003;Águas Vermelhas;214;Ano 2014
MG;3138658;Lontra;214;Ano 2014
MG;3138500;Liberdade;213;Ano 2014
MG;3158904;Santana do Manhuaçu;212;Ano 2014
MG;3122405;Divisa Nova;212;Ano 2014
MG;3155306;Rio Manso;211;Ano 2014
MG;3129608;Ibiaí;209;Ano 2014
MG;3170578;Vargem Alegre;209;Ano 2014
MG;3163409;São José do Goiabal;208;Ano 2014
MG;3131109;Inimutaba;207;Ano 2014
MG;3154408;Ressaquinha;207;Ano 2014
MG;3138351;Leme do Prado;206;Ano 2014
MG;3140209;Maripá de Minas;206;Ano 2014
MG;3107703;Bom Jesus do Amparo;206;Ano 2014
MG;3134103;Itueta;206;Ano 2014
MG;3140852;Matias Cardoso;205;Ano 2014
MG;3141207;Matutina;205;Ano 2014
MG;3157252;Santa Bárbara do Leste;204;Ano 2014
MG;3130705;Indianópolis;204;Ano 2014
MG;3121407;Desterro de Entre Rios;203;Ano 2014
MG;3120102;Couto de Magalhães de Minas;203;Ano 2014
MG;3150901;Piranguçu;203;Ano 2014
MG;3156452;Rosário da Limeira;202;Ano 2014
MG;3119500;Coronel Murta;202;Ano 2014
MG;3148301;Paula Cândido;201;Ano 2014
MG;3144359;Naque;201;Ano 2014
MG;3146404;Paineiras;199;Ano 2014
MG;3139102;Madre de Deus de Minas;199;Ano 2014
MG;3120409;Cristiano Otoni;198;Ano 2014
MG;3126208;Formoso;197;Ano 2014
MG;3140530;Martins Soares;197;Ano 2014
MG;3171071;Veredinha;195;Ano 2014
MG;3151909;Pocrane;194;Ano 2014
MG;3109451;Cabeceira Grande;194;Ano 2014
MG;3154457;Riachinho;193;Ano 2014
MG;3149606;Pequi;193;Ano 2014
MG;3172103;Volta Grande;193;Ano 2014
MG;3145851;Oratórios;191;Ano 2014
MG;3111903;Cana Verde;190;Ano 2014
MG;3164407;São Sebastião da Bela Vista;189;Ano 2014
MG;3154705;Ribeirão Vermelho;189;Ano 2014
MG;3102852;Angelândia;188;Ano 2014
MG;3117603;Conceição do Pará;188;Ano 2014
MG;3122454;Divisópolis;188;Ano 2014
MG;3104809;Augusto de Lima;188;Ano 2014
MG;3161205;São Francisco de Paula;187;Ano 2014
MG;3115458;Catuji;186;Ano 2014
